영상ID,영상제목,영상설명,게시일,태그,카테고리,썸네일,조회수,좋아요,영상길이(초),자막여부,구독자 수,채널 총 조회수,업로드된 영상 수,자막 유형,자막 파일
Nd3aq3cY900,"※3시간 순삭※ 내가 살다살다 게임 오픈런을 할줄이야 [스파이더맨2, 1부]","투명전기거미와 검은과부거미 그리고 외계거미
[업로드] 금,토,일,월
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #스파이더맨 #ps5
Music by [Music Paper] 뮤직페이퍼
Track - Beyond - https://youtu.be/rB0xf4LW2Mc",2023-10-21T06:00:08Z,"혜안, 스파이더맨",20,https://i.ytimg.com/vi/Nd3aq3cY900/hqdefault.jpg,2346622,18326,10987.0,false,2720000,2015966883,1707,transcript_api,captions\Nd3aq3cY900.txt
te12pnGYmsk,아오니랑 협동게임 너무 쉽기는 ㄱㅐ뿔 대판 싸웠습니다 (⚠️40분 순삭),"우정파괴게임
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #아오니 #협동게임
Artist : 피터뮤직
스케이드 보드 - https://youtu.be/JkvpLuI1PGA
Music by 달콤사운즈
‘Banana Cat’ - https://youtu.be/bhZ0Ecy5Bw8?si=8CeRybcZrl9g0WXY
Music provided by 브금대통령
Track : Icarus's Dream - https://youtu.be/-AMxjlE1w4o
Track : MJ Junior - https://youtu.be/HUj5e5zF8is
Track : 그렇게 어른이 되고 - https://youtu.be/ui-gF5s8vbE
Track : 사짜 - https://youtu.be/NV3ofuKlCAM
Track : 펭귄의 비행 - https://youtu.be/ZW_msPN4GJw
Track : 한탕하는날 – https://youtu.be/Zphi0aokSEw
Track : 합리적 의심 - https://youtu.be/YvsLfyEvuR4
Track : Scrooge and Gold - https://youtu.be/voHeELfixks
Track : 당근 옆에 사과 - https://youtu.be/-4fWH6FXoaY
Track : Rabbit Hole  - https://youtu.be/Xb66dp1QxVY",2024-05-25T10:30:27Z,혜안,20,https://i.ytimg.com/vi/te12pnGYmsk/hqdefault.jpg,1226450,15938,2272.0,false,2720000,2015966883,1707,transcript_api,captions\te12pnGYmsk.txt
UWNKTAcVmXs,레벨 디자인이 잘 되어 있는 게임 | 룩 아웃사이드 (2화),"뭔가 풍족하진 않지만 모자라지도 않아서 레벨 디자인이 잘 되어있다는 생각이 계속 들었어요!

⚡CHZZK⚡https://chzzk.me/UXqE
🌷Fan Cafe🌷https://cafe.naver.com/spacehamtori

[25.05.07]

#룩아웃사이드 #lookoutside #인디게임 #종합게임 #게임추천 #스팀게임 #신작게임 #생존게임 #긴옥희",2025-05-07T20:36:27Z,,20,https://i.ytimg.com/vi/UWNKTAcVmXs/hqdefault.jpg,312,25,19085.0,false,5360,1195897,1458,transcript_api,captions\UWNKTAcVmXs.txt
j2FebRnrX0s,"넥슨이 선보이는 타르코프 생존 게임. ""아크 레이더스"" - 첫 플레이 영상","#신작게임 #넥슨 #tps 

아크 레이더스
■ 장르: 익스트랙션 어드벤처  |  TPS
■ 출시일: 2025년
■ 플랫폼: PC  |  PS5  |  XSX
■ 가격: 미정
■ 한국어: 자막 지원
00:00 수력 발전소 게임플레이
10:49 파묻힌 폐허 게임플레이",2025-04-29T15:28:08Z,"신작게임, 넥슨, TPS",20,https://i.ytimg.com/vi/j2FebRnrX0s/hqdefault.jpg,32606,392,1272.0,false,140000,98919558,1004,,
vPHqwFafuVk,돌아온 서바이벌 생존게임,"AweSun 원격 데스크톱 프로그램 다운로드 링크: https://noxl.ink/YreUl0
7일 원격게임판 회원교환코드: KR23Y9MHG 선착순 200명! 코드 교환 링크: https://noxl.ink/eYVVPv
휴대폰으로 AweSun 원격 게임하는 방법: https://www.youtube.com/watch?v=Xutk60_D6Gk

참가자
@행크 https://youtu.be/lw3N4kGLils?si=6CGvSomqARvc1R7a
@쪼만 
@코마 
@티푸 https://youtu.be/ro3fPHUVwwQ?si=8KOGNx3erwwsSCwG
@예엥 
@플래그 
@파이브 
@우융

0:00 꼬리잡기 시즌2
1:15 AweSun
2:15 꼬리잡기 시즌2

#꼬리잡기",2023-10-05T09:00:11Z,,20,https://i.ytimg.com/vi/vPHqwFafuVk/hqdefault.jpg,2107832,13893,1803.0,false,443000,333704151,521,transcript_api,captions\vPHqwFafuVk.txt
BdFg1_cVvNc,사람을 서서히 미치게 하는게임,"↓게임 정보는 아래 더보기를 눌러주세요↓

게임이름 : 쉬벌룬

투네이션 후원하기 
https://toon.at/donate/noah30

채널 멤버십 가입하기
https://www.youtube.com/channel/UChKYbZ9fSz8DMM6wU-t1lMQ/join",2025-05-04T07:40:35Z,"게임, 종합게임, 공포게임, 무서운게임, 재밌는게임, 웃긴게임, 함정게임, 고통게임, 스트레스",20,https://i.ytimg.com/vi/BdFg1_cVvNc/hqdefault.jpg,3878,155,1256.0,false,122000,34745291,323,,
dMQ8o77LQ-E,🔥게임할때 듣는 매드무비 노래 playlist l 1시간 🔥,"#NCS노래 #게임할때듣기좋은노래 #신나는노래 #롤브금 #매드무비브금 #롤  #발로란트 #챌린저 #레디언트 #불멸 #로블록스 #배드워즈 #배워 #로블 #롤 #오버워치 #LOL #lol #리그오브레전드 #배틀그라운드 #배그 #모바일 #배틀그라운드 #모배 #모바일배그 #옵치 #머더 #NCS #저작권없는음악 #로블 #배틀그라운드 #매드무비 #하이라이트 #음악 #노래 #브금 #신나는노래 #웅장한브금 #웅장한_노래 #신나는곡 #펜타킬 #트리플킬 #더블킬 #킬 #10킬
--------------------------------
무단 불펌 절대 X l 본 영상을 수익을 창출하지 않습니다
-------------------------
0:00   -   Cartoon - On & On (feat. Daniel Levi) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/onandon
Watch:     • Cartoon, Jéja - On & On (feat. Daniel...  

3:27   -    DEAF KEV - Invincible [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/invincible
Watch:     • DEAF KEV - Invincible | Glitch Hop | ...  

8:00   -    Different Heaven & EH!DE - My Heart [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/myheart
Watch:     • Different Heaven & EH!DE - My Heart |...  

12:28   -    Warriyo - Mortals (feat. Laura Brehm) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/mortals
Watch:     • Warriyo - Mortals (feat. Laura Brehm)...  

16:17   -    TULE - Fearless pt.II (feat. Chris Linton) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Fearless2
Watch:     • Lost Sky - Fearless pt.II (feat. Chri...  

19:32   -    Disfigure - Blank [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/blank
Watch:     • Disfigure - Blank | Melodic Dubstep |...  

23:01   -    Elektronomia - Sky High [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/skyhigh
Watch:     • Elektronomia - Sky High | Progressive...  

26:59   -    Different Heaven - Nekozilla [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/nekozilla
Watch:      • Different Heaven - Nekozilla | Electr...  

29:45   -   Cartoon - Why We Lose (feat. Coleman Trapp) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/whywelose
Watch:     • Cartoon, Jéja - Why We Lose (feat. Co...  

33:19   -   Julius Dreisig & Zeus X Crona - Invisible [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Invisible
Watch:     • Julius Dreisig & Zeus X Crona - Invis...  

36:40  -   Jo Cohen & Sex Whales - We Are [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/jcswweare
Watch:      • Jo Cohen & Sex Whales - We Are | Futu...  

40:37   -    Electro-Light - Symbolism [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/symbolism
Watch:     • Electro-Light - Symbolism | Trap | NC...  

45:28    -    Robin Hustin x TobiMorrow - Light It Up (feat. Jex) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/LightItUp
Watch:      • Robin Hustin x TobiMorrow - Light It ...  

48:30   -    Sub Urban - Cradles [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Cradles
Watch:      • Sub Urban - Cradles | Pop | NCS - Cop...  

52:01  -   Ship Wrek & Zookeepers - Ark [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/ark
Watch:      • Ship Wrek & Zookeepers - Ark | Future...  

54:59   -    Spektrem - Shine [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/shine
Watch:     • Spektrem - Shine | Progressive House ...  

59:18  -    Lost Sky - Dreams pt. II (feat. Sara Skinner) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Reloaded
Watch:     • Lost Sky - Dreams pt. II (feat. Sara ...  

1:02:53   -   Syn Cole - Feel Good [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/feelgood
Watch:      • Syn Cole - Feel Good | Future House |...  

1:05:54   -   Unknown Brain - Superhero (feat. Chris Linton) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/superhero
Watch:      • Unknown Brain - Superhero (feat. Chri...  

1:08:57  -  Janji - Heroes Tonight (feat. Johnning) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/ht
Watch:    • Janji - Heroes Tonight (feat. Johnnin...  


ㄴ Follow NCS
  Spotify → http://bit.ly/SpotifyNCS
  Twitter →   https://twitter.com/NCSounds

  Google+ → http://google.com/+nocopyrightsounds
  Facebook →  https://www.facebook.com/NoCopyrightSounds

  Soundcloud → https://soundcloud.com/nocopyrightsounds",2024-10-13T10:32:58Z,,20,https://i.ytimg.com/vi/dMQ8o77LQ-E/hqdefault.jpg,182987,1174,4345.0,true,1080,347320,478,transcript_api,captions\dMQ8o77LQ-E.txt
ome3CQ3hTcA,아크 서바이벌 100일동안 공룡 아파트 만들어버리기,"이번에 해볼 게임은 아크 서바이벌(어센디드)입니다
공룡이 살고 있는 세계관에서 살아가는 게임이죠
저는 100일 동안 공룡들이 살 수 있는 아파트를 만들 겁니다

[멀티플레이어] 
게임명 : ARK: Survival Ascended
스팀평가 : 복합적
출시일 : 2023년 10월 26일

[플레이후기 ★5]
난이도 : ★★★★
전투요소 : ★★★★★
위기감  : ★★
건설 : ★★★★
힐링  : ★★★★

[브금]

🎵Music provided by 브금대통령
🎵Track : Odin - https://youtu.be/LYJsfvgnW9w

🎵Music provided by 브금대통령
🎵Track : In Desert - https://youtu.be/DEBEMV27sL4​

Music provided by 브금대통령
Track : Whistle of Skull - https://youtu.be/7K9_pBvPH50

Music provided by 브금대통령
Track : 추적 - https://youtu.be/Azwnw-URniE

🎵Music provided by 브금대통령
🎵Track : A Temple of Asadal - https://youtu.be/FBxFGl2NcDM

Track : Equality
Music by 브금대통령
Music provided by 브금대통령
Watch : https://youtu.be/VfImFoOi5EU

Track : On Deadly Land
Music by 브금대통령
Music provided by 브금대통령
Watch : https://youtu.be/qfbt2catqVg



#100일 #아크서바이벌  #치랜",2024-12-07T02:00:26Z,"생존게임, 100일 생존, 아크, 아크서바이벌, 아크 서바이벌, 아크 어센디드, 아크서바이벌 어센디드, 아크 서바이벌 어센디드, 아크 서바이벌 이볼브드, 아크 이볼브드, 아크서바이벌 이볼브드",20,https://i.ytimg.com/vi/ome3CQ3hTcA/hqdefault.jpg,1121175,10949,5459.0,false,149000,15239508,22,transcript_api,captions\ome3CQ3hTcA.txt
I-Vu1V8bkh0,“드디어 얼리 액세스 출시” ‘디스 워 오브 마인’ 생각나는 좀비 생존 게임 [인투 더 데드: 아워 다키스트 데이즈],"좀비 아포칼립스의 필사적인 생존자들을 안전한 곳으로 안내하는 횡스크롤 피난처 생존 게임.
▶ 인투 더 데드: 아워 다키스트 데이즈/Into the Dead: Our Darkest Days
▶ 2025년 4월 10일 방송

#좀비게임 #인투더데드다키스트데이즈 #종합게임 #풍월량 

[유튜브] https://youtube.com/hanryang1125
[치지직 생방송] https://chzzk.naver.com/7ce8032370ac5121dcabce7bad375ced",2025-04-11T03:30:38Z,"풍월량, 김영태, 종합게임, 인디게임, 스팀게임, 종겜, hanryang, 공포게임, 치지직, twitch, 스팀리뷰, 스팀할인, 풀월량, 배도라지, 풍스데스크, 인투더데드다키스트데이즈",20,https://i.ytimg.com/vi/I-Vu1V8bkh0/hqdefault.jpg,225762,1522,25928.0,false,514000,702453841,13647,,
-cEBuwF9QEA,생존게임 금쪽이,"구독과 댓글은 저에게 큰 힘이 됩니다

다시보기 풀영상 채널: https://www.youtube.com/@fulldowon4376
이도원 페이스북 : https://www.facebook.com/profile.php?id=100046671486237
이도원 이메일 : dowon4376@gmail.com
비즈니스 메일: ad@lolq.co.kr
이도원 인스타: dowon4376
이도원 디코방 (잘 안들어감) : https://discord.gg/hYJxexhkjz

브금 출처: 뮤팟",2023-12-30T08:49:07Z,"생존게임, 금쪽이, 이도원, 선즈오브더포레스트",20,https://i.ytimg.com/vi/-cEBuwF9QEA/hqdefault.jpg,1779053,14585,1766.0,false,425000,291936670,635,transcript_api,captions\-cEBuwF9QEA.txt
I1f2DVM_JEo,9시 선생님(게임코드)과 함께 천둥의 신으로 변신할 🐤뉴비왕정재미🐤,후원링크 https://toon.at/donate/637075823552163143,2025-05-09T16:46:32Z,"comedy, poe2, pathofexile2",20,https://i.ytimg.com/vi/I1f2DVM_JEo/hqdefault.jpg,1160,,28748.0,false,3800,1427016,906,transcript_api,captions\I1f2DVM_JEo.txt
h0xmiGusTUw,스팀에서 추천 76080개 받은 공포게임 [R.E.P.O],"▼ 게임정보 및 빅헤드정보

※연락처             : bighead033@naver.com
※생방송             : https://m.site.naver.com/1iNDv
※팬카페             : https://cafe.naver.com/bighead033
※게임제목         : REPO레포
※편집자             : 스패즈",2025-04-07T13:50:34Z,"빅헤드, FPS, 게임",20,https://i.ytimg.com/vi/h0xmiGusTUw/hqdefault.jpg,150001,2876,1356.0,false,631000,548792391,4004,transcript_api,captions\h0xmiGusTUw.txt
P2YOX3FvFDo,[4K] 넥슨 게임 레전드 OST 총출동 「넥슨 BGM 음악 콘서트」ㅣ먹어볼겜 ep.7,"게이머라면 다 안다는 넥슨 게임 속 명곡 OST 다 모였다!
추억 속 게임 음악 들으며 풍성하고 따뜻한 설 명절 되시길 바랍니다 🙇‍♀️

[🎮먹어볼겜🎮]
넥슨 게임 맘대로 갖고 노는 리얼 예능

[🎵SET LIST🎵]
00:00 어릴 적 할머니가 들려주신 옛 전설 (조매력 with.어노잉 박스(Annoying Box))
03:49 Reminiscence (레이어스 클래식(LAYERS CLASSIC))
06:26 Riding on the Clouds 괴력난신 (판다랑 with.팀 아이어(EYEAR))
11:40 바람의 너를 (카디(KARDI))
15:15 부여성 (판다랑 with.팀 아이어(EYEAR))
18:57 The Cygnus Garden 시그너스의 정원 (레이어스 클래식(LAYERS CLASSIC))
21:10 The Raindrop Flower 수련의 숲 (조매력 with.어노잉 박스(Annoying Box))
24:30 Catch Your Dreams! (카디(KARDI))


#넥슨 #게임음악 #게임bgm #게임ost
#온라인콘서트 #카디 #조매력 #판다랑 #레이어스클래식
#던전앤파이터 #메이플스토리 #바람의나라 #테일즈위버 #마비노기",2024-02-09T05:01:27Z,"넥슨, nexon, 게임음악, 게임BGM, BGM, OST, 게임OST, 메이플스토리, 마비노기, 테일즈위버, 네코드, NECORD, NECORD MUSIC, 카디, 밴드카디, KARDI, 조매력, 어노잉박스, Annoyingbox, 판다랑, 슈퍼밴드2, 풍류대장, 레이어스클래식, 게임콘서트, 넥슨음악, 넥슨ost, 넥슨bgm, 넥슨게임음악, 메이플스토리bgm, Reminiscence, 바람의나라, 게임명곡, 던전앤파이터, 던파, 바람의너를, 김예지, 넥슨콘서트, LAYERS CLASSIC, 던파BGM, 괴력난신, 시그너스의전당, 수련의숲, 부여성, 어릴 적 할머니가 들려주신 옛 전설",20,https://i.ytimg.com/vi/P2YOX3FvFDo/hqdefault.jpg,79347,1391,1693.0,false,18900,10817413,361,transcript_api,captions\P2YOX3FvFDo.txt
k_R_8m8ebVo,"얼공 될뻔;; 강제로 캠을 해킹해버리는 공포게임,키니토 펫 (※1시간 순삭)","역대급 소름
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #키니토펫 #공포게임
'Fizzy Soda' by @dalkomsounds
https://youtu.be/plTyTdVcDzY?si=QYZ7-nNzabh2Ndxp
Music provided by 브금대통령
Track : 공포라디오 - https://youtu.be/Ck1150pvBg0?si=I1AFM5Jn3bYBUyIy",2024-03-16T09:45:04Z,"혜안, 공포게임",20,https://i.ytimg.com/vi/k_R_8m8ebVo/hqdefault.jpg,1586217,19100,3291.0,false,2720000,2015966883,1707,transcript_api,captions\k_R_8m8ebVo.txt
WhSUBITLaCU,조르트나 웃긴 협동게임,"조르트 ZORT
우주하마 UZUHAMA",2025-01-01T02:30:16Z,"병맛게임, 공포게임, ㅋㅋㅋㅋ, uzuhama",20,https://i.ytimg.com/vi/WhSUBITLaCU/hqdefault.jpg,530477,7887,1496.0,false,2100000,1883803096,2938,transcript_api,captions\WhSUBITLaCU.txt
fnH27cwH4k4,[LIVE]페이백/현질 ㄱㄱ 레전드 게임 - 에테리아 리스타트 쿠폰/쉘/파이널CBT #etheriarestart #에테리아리스타트 #초보자가이드 #쿠폰 #티어표,"종합 게임 스트리머 없대희
모든 장르 불문! 
컨트롤, 분석, 공략, 없데이트, 신규 소식등 전부 다룹니다!

광고문의 : remembermmr1@gmail.com 이메일로 
카톡방 문의 : https://open.kakao.com/o/sWokcFag
연락 부탁드립니다 광고주님 :)

*확률형 아이템을 포함하고 있습니다

투네이션 후원 : https://toon.at/donate/remembermmr
카뱅 : 3333-12-2843743 김대희

없대희 종합게임 카톡방(Kakao talk)
https://open.kakao.com/o/gDBWmRRg
종합게임 디스코드(Discord)
https://discord.gg/eewAXj6Vhw

***2025년도 파트너 크리에이터***
마비노기 모바일 크리에이터 : KOREATOP#9529
레전드 오브 이미르 후원 코드 11270304#4824

***2024년도 파트너 크리에이터***
AFK 새로운 여정 공식 파트너 크리에이터 
킹아서 : 레전드 라이즈 code : KOREATOP
넥슨 파트너 크리에이터 코드 : KOREATOP#9529 



***게임 이력***
2024.03.29일 나혼렙 방송 시작

넷마블 : 나혼자만 레벨업 (첫 방송)
프로스트 자이언트 : 스톰게이트
게임 싸이언스 : 검은 신화 : 오공
엔씨소프트 : 호연
파라이트 게임즈 : AFK : 새로운 여정
엔씨소프트 : 블소네오 BNS NEO
레벨 인피니트 : 에이지 오브 엠파이어 모바일
Creatures & DeNA : 포켓몬 카드 게임
Riot Games : League of Legend
크래프톤 : 리댁티드
블랙잭스튜디오 : 메카아라시
Sumzap : 주술회전 팬텀 퍼레이드
Theorycraft Games : 슈퍼바이브
넷마블 : 킹아서 레전드 라이즈
엔씨소프트 : 저니오브모나크
Sunborn : 소녀전선2
그라인딩 기어 게임즈 : 패스오브엑자일2
넷이즈 : 마블 라이벌즈
Black Storm Company : 리메멘토 - 하얀 그림자
킹넷 : 오버로드
스튜디오389 : 99강화 나무몽둥이:키우기
Vigames : CoA:아틀란의 크리스탈
위메이드 : 레전드 오브 이미르
넥슨 : 퍼스트 버서커 카잔
넷마블 : RF온라인
넥슨 : 마비노기 모바일
XD : 에테리아 리스타트
넷마블 : 세븐나이츠 리버스


2025년 기대작 (오픈 미정 포함)
넥슨 : 빈딕투스 : DF 용서하지 않는 구원
엑스엘 게임즈 : 아키에이지 크로니클
펄어비스 : 붉은 사막
Hotta Studio : 이환
하운드13 : 드래곤 소드
HYBE IM : 아키텍트 : 랜드 오브 엑자일



앞으로 할 게임 계획득과 카톡방 & 이미하고 있는 게임방
저만 믿고 같이가시죠. 
겜 정보. 과금효율. 공유. 노하우. 실험. 티어표. 
모두 다 이끌어드리겠습니다. 

종합게임 카톡방 https://open.kakao.com/o/gDBWmRRg

종합게임 디스코드 https://discord.gg/eewAXj6Vhw

에테리아 리스타트 https://open.kakao.com/o/g8Zv459g

마비노기 모바일 쌀먹 쿠폰 정보 공유방
https://open.kakao.com/o/gMP9bmnh

주술회전 팬텀 퍼레이드 최다 정보 리세마라 없데이트 티어 공유방
https://open.kakao.com/o/g4rAlrYg

아키텍트 : 랜드 오브 엑자일 (미정) 정보 없데이트 공유방
https://open.kakao.com/o/gtgxGTXg
-------------------------------------------------------------------
이환 (2025) 정보 티어 없데이트 공유 방
https://open.kakao.com/o/g2rRDhRg

아키에이지 크로니클(2025) 정보 없데이트 공유 방
https://open.kakao.com/o/g1AieMRg

붉은 사막(2025) 정보 없데이트 공유 방
https://open.kakao.com/o/ghx22OKg

빈딕투스 용서할수없는 구원 (2025) 정보 없데이트 공유 방
https://open.kakao.com/o/gJhZJQXg

드래곤 소드 (미정) 정보 없데이트 공유 방
https://open.kakao.com/o/gEKQWRXg

듀랑고2, 프로젝트 DX 정보 없데이트 공유 방
https://open.kakao.com/o/gQ2LAcYg


꿈은 100만 유튜버
그 날이 되는날, 커다란 스테디움, 혹 풀빌라 빌려서 DJ로 음악을 채우고 경호원으로 안전을 책임지며, 관광버스로 여러분의 편한 교통까지 제공하고, 제가 선정하는 맛있는 출장 뷔폐를 선정하여서 제대로 미쳐 보는 날을 만들겁니다.

좋은 소식으로 각종 SNS를 채우는 그 날을 위하여, 전 오늘도 달립니다.

아자!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

후원은 아래로 부탁드립니다 :)

투네이션 후원 : https://toon.at/donate/remembermmr
카뱅 : 3333-12-2843743 김대희",2025-05-09T10:31:26Z,"이환, 신규게임, 블리자드, 검은신화, 오공, 롤, 레전드오브이미르, 아키에이지크로니클, 붉은사막, 검은사막, 블레이드앤소울, 블레이드앤소울2, 주술회전팬텀퍼레이드, jujutsu, marvel, 리니지, 패스오브엑자일2, pathofexcile2, 서브컬쳐, 디아블로, 핵앤슬래쉬, 디아블로2, 디아블로3, 디아블로4, 원신, 명조, 언디셈버, 스타레일, 듀랑고2, 무한대, 스타세이비어, 카오스제로나이트메어, dk온라인, 오버로드, 세븐나이츠리버스, 세븐나이츠, 킹오브파이터afk, 킹오브파이터, etheria, 에테리아, 마비노기, 마비노기모바일, 마비노기영웅전, 모비노기, mmorpg, steam, rpg",20,https://i.ytimg.com/vi/fnH27cwH4k4/hqdefault.jpg,228,4,12340.0,false,7490,4957671,1497,,
